,
balance.scale.train_confusion_matrixD.txt,
Overall Accuracy:,0.8475
,
Class: 1,
Accuracy,0.9375
Specificity,1.0
Precision,1.0
Recall,0.07407407407407407
F1-score,0.07407407407407407
F / 0.5,0.2857142857142857
F / 2,0.0909090909090909
,
Class: 2,
Accuracy,0.885
Specificity,0.9205607476635514
Precision,0.9022988505747126
Recall,0.8440860215053764
F1-score,0.8440860215053764
F / 0.5,0.8900226757369614
F / 2,0.855119825708061
,
Class: 3,
Accuracy,0.8725
Specificity,0.7934272300469484
Precision,0.8035714285714286
Recall,0.9625668449197861
F1-score,0.9625668449197861
F / 0.5,0.8310249307479226
F / 2,0.9259259259259259
,
balance.scale.test_confusion_matrixD.txt,
Overall Accuracy:,0.6533333333333333
,
Class: 1,
Accuracy,0.8666666666666667
Specificity,0.9605911330049262
Precision,0.0
Recall,0.0
F1-score:,inf
F / 0.5:,inf
F / 2: ,inf
,
Class: 2,
Accuracy,0.7288888888888889
Specificity,0.7560975609756098
Precision,0.7029702970297029
Recall,0.696078431372549
F1-score,0.696078431372549
F / 0.5,0.7015810276679841
F / 2,0.6974459724950883
,
Class: 3,
Accuracy,0.7111111111111111
Specificity,0.6774193548387096
Precision,0.6551724137931034
Recall,0.7524752475247525
F1-score,0.7524752475247525
F / 0.5,0.6725663716814159
F / 2,0.7307692307692307
,
led.train_confusion_matrixD.txt,
Overall Accuracy:,0.8548155246765692
,
Class: 1,
Accuracy,0.8548155246765692
Specificity,0.8861283643892339
Precision,0.7518796992481203
Recall,0.7836990595611285
F1-score,0.7836990595611285
F / 0.5,0.7580351728320195
F / 2,0.7771215418091391
,
Class: 2,
Accuracy,0.8548155246765692
Specificity,0.7836990595611285
Precision,0.9029535864978903
Recall,0.8861283643892339
F1-score,0.8861283643892339
F / 0.5,0.8995376208490962
F / 2,0.8894430590191188
,
led.test_confusion_matrixD.txt,
Overall Accuracy:,0.8518518518518519
,
Class: 1,
Accuracy,0.8518518518518519
Specificity,0.8837803320561941
Precision,0.7506849315068493
Recall,0.7806267806267806
F1-score,0.7806267806267806
F / 0.5,0.7564881281060188
F / 2,0.7744488411531938
,
Class: 2,
Accuracy,0.8518518518518519
Specificity,0.7806267806267806
Precision,0.8998699609882965
Recall,0.8837803320561941
F1-score,0.8837803320561941
F / 0.5,0.8966053381705105
F / 2,0.8869520635734428
,
nursery.train_confusion_matrixD.txt,
Overall Accuracy:,0.9971580378104534
,
Class: 1,
Accuracy,0.997281601383912
Specificity,0.9974184030979163
Precision,0.9947683109118086
Recall,0.997003745318352
F1-score,0.997003745318352
F / 0.5,0.9952145954837744
F / 2,0.9965558550464211
,
Class: 2,
Accuracy,0.9988879278388731
Specificity,0.9991133628879038
Precision,0.9655172413793104
Recall,0.98989898989899
F1-score,0.98989898989899
F / 0.5,0.9702970297029703
F / 2,0.9849246231155778
,
Class: 3,
Accuracy,0.9982701099715804
Specificity,0.9996418979409132
Precision,0.9991993594875901
Recall,0.9952153110047847
F1-score,0.9952153110047847
F / 0.5,0.9983999999999998
F / 2,0.9960095770151635
,
Class: 4,
Accuracy,1.0
Specificity,1.0
Precision,1.0
Recall,1.0
F1-score,1.0
F / 0.5,1.0
F / 2,1.0
,
Class: 5,
Accuracy,0.9998764364265414
Specificity,1.0
Precision,1.0
Recall,0.5
F1-score,0.5
F / 0.5,0.8333333333333334
F / 2,0.5555555555555556
,
nursery.test_confusion_matrixD.txt,
Overall Accuracy:,0.9747277583727142
,
Class: 1,
Accuracy,0.975344154509965
Specificity,0.979822684194436
Precision,0.9589552238805971
Recall,0.9661654135338346
F1-score,0.9661654135338346
F / 0.5,0.9603886397608372
F / 2,0.9647147147147147
,
Class: 2,
Accuracy,0.9850010273268954
Specificity,0.9921891492505805
Precision,0.7175572519083969
Recall,0.7230769230769231
F1-score,0.7230769230769231
F / 0.5,0.7186544342507645
F / 2,0.7219662058371735
,
Class: 3,
Accuracy,0.9897267310458188
Specificity,0.9948964274992494
Precision,0.9888157894736842
Recall,0.978515625
F1-score,0.978515625
F / 0.5,0.9867384453781514
F / 2,0.9805584551148226
,
Class: 4,
Accuracy,1.0
Specificity,1.0
Precision,1.0
Recall,1.0
F1-score,1.0
F / 0.5,1.0
F / 2,1.0
,
Class: 5,
Accuracy,0.9993836038627492
Specificity,0.9993836038627492
Precision,0.0
Recall:,inf
F1-score,inf
F / 0.5,nan
F / 2,nan
,
synthetic.social.train_confusion_matrixD.txt,
Overall Accuracy:,0.8636666666666667
,
Class: 1,
Accuracy,0.9203333333333333
Specificity,0.9360670194003528
Precision,0.8148148148148148
Recall,0.8715846994535519
F1-score,0.8715846994535519
F / 0.5,0.8255693581780537
F / 2,0.859606575047157
,
Class: 2,
Accuracy,0.9333333333333333
Specificity,0.9594654788418708
Precision,0.8765264586160109
Recall,0.8556291390728477
F1-score,0.8556291390728477
F / 0.5,0.8722657304887929
F / 2,0.8597285067873303
,
Class: 3,
Accuracy,0.932
Specificity,0.9529569892473119
Precision,0.8643410852713178
Recall,0.87109375
F1-score,0.87109375
F / 0.5,0.8656832298136646
F / 2,0.8697347893915757
,
Class: 4,
Accuracy,0.9416666666666667
Specificity,0.9698447893569845
Precision,0.9036827195467422
Recall,0.8563758389261745
F1-score,0.8563758389261745
F / 0.5,0.8938077892967217
F / 2,0.8654367878459035
,
synthetic.social.test_confusion_matrixD.txt,
Overall Accuracy:,0.495
,
Class: 1,
Accuracy,0.74
Specificity,0.8210382513661202
Precision,0.5148148148148148
Recall,0.5186567164179104
F1-score,0.5186567164179104
F / 0.5,0.5155786350148369
F / 2,0.5178837555886737
,
Class: 2,
Accuracy,0.741
Specificity,0.8543046357615894
Precision,0.46601941747572817
Recall,0.39183673469387753
F1-score,0.39183673469387753
F / 0.5,0.4490177736202058
F / 2,0.4047217537942664
,
Class: 3,
Accuracy,0.754
Specificity,0.8151041666666666
Precision,0.4740740740740741
Recall,0.5517241379310345
F1-score,0.5517241379310345
F / 0.5,0.4878048780487805
F / 2,0.5342237061769615
,
Class: 4,
Accuracy,0.755
Specificity,0.836241610738255
